,PROPERTY_VALUE_AMT,TARGET,CRDT_LINE_CNT,DEROG_CNT,DEBT_INC_RTIO_AMT,LOAN_AMT,REASON_CDE,YOJ_AMT,MORTGAGE_DUE_AMT,RCNT_CRDT_CNT,OLD_AGE_TRADE_AMT,JOB_CDE,DELINGQ_CNT
1105,106450.0,0,26.0,0.0,24.870993881999997,13000,HomeImp,6.0,78766.0,0.0,107.95131167,ProfExe,0.0
1106,105000.0,1,8.0,0.0,,15000,HomeImp,7.0,29000.0,1.0,97.666666667,Other,4.0
1107,298090.0,0,22.0,0.0,40.296770712,31300,DebtCon,28.0,188655.0,0.0,153.08685459999998,Other,0.0
1108,251962.0,0,22.0,0.0,40.308259362,5100,DebtCon,,179725.0,0.0,127.49881344,Sales,0.0
1109,293000.0,0,23.0,0.0,,30000,DebtCon,28.0,187000.0,0.0,156.63333333,Other,0.0
1110,95605.0,1,30.0,2.0,47.840295122,17600,DebtCon,3.0,76043.0,6.0,85.04333493,Other,1.0
1111,145807.0,0,45.0,0.0,35.045471057,13000,DebtCon,2.0,110094.0,0.0,285.27593467,ProfExe,0.0
1112,108348.0,0,25.0,0.0,36.459087678,17800,HomeImp,1.0,83080.0,0.0,132.6098608,ProfExe,0.0
1113,78000.0,0,15.0,0.0,,4000,HomeImp,4.0,62000.0,0.0,109.56666667,Other,0.0
1114,84865.0,1,12.0,2.0,38.211305102,9900,DebtCon,0.0,71371.0,0.0,94.80523574899999,Mgr,0.0
1115,71277.0,1,12.0,0.0,,5000,HomeImp,10.0,,1.0,72.43333333300001,Other,0.0
1116,103086.0,0,24.0,0.0,37.814089094,30500,DebtCon,3.0,57516.0,2.0,166.19952717,Office,0.0
1117,108371.0,0,36.0,0.0,17.257117147,9900,DebtCon,1.0,74009.0,0.0,246.09476485,Office,0.0
1118,77000.0,0,25.0,0.0,,5200,HomeImp,9.0,67000.0,0.0,119.7,Other,1.0
1119,36392.0,1,23.0,4.0,44.578500055,28900,DebtCon,9.0,63748.0,6.0,124.24789861,Sales,1.0
1120,202542.0,0,33.0,0.0,42.829145821,27600,HomeImp,10.0,153063.0,2.0,266.93895601,Other,0.0
1121,100221.0,0,17.0,0.0,25.708393802,16600,DebtCon,1.0,74784.0,0.0,90.05044751,Mgr,0.0
1122,98081.0,0,22.0,0.0,42.539685706,11000,DebtCon,10.0,83639.0,4.0,155.37122034,Other,0.0
1123,52016.0,0,19.0,0.0,28.17242611,13600,HomeImp,24.0,12724.0,0.0,269.62871093,Office,1.0
1124,71597.0,0,30.0,,38.486948668000004,27300,DebtCon,22.0,44026.0,0.0,287.22679628,Other,1.0
1125,62400.0,1,2.0,0.0,,20200,HomeImp,1.0,33000.0,2.0,123.8,Other,0.0
1126,125552.0,0,22.0,0.0,37.884449327,11800,DebtCon,11.0,86785.0,1.0,148.17649241,Office,0.0
1127,54707.0,0,23.0,0.0,31.217709755,8400,DebtCon,10.0,39677.0,1.0,203.24296532,Office,0.0
1128,62987.0,0,17.0,0.0,22.093045945,20200,DebtCon,1.0,34676.0,0.0,112.79908664,Other,0.0
1129,69954.0,0,20.0,0.0,40.769061823,25700,DebtCon,10.0,43881.0,0.0,126.47306563,Other,0.0
1130,77275.0,0,16.0,0.0,36.564119563,11100,HomeImp,4.0,61856.0,1.0,243.71377409,Other,1.0
1131,8000.0,0,17.0,,,18600,DebtCon,6.0,57300.0,1.0,68.0,Other,
1132,70400.0,1,18.0,0.0,34.629427656,12200,DebtCon,14.0,53242.0,0.0,169.93066352,Other,0.0
1133,105454.0,0,33.0,0.0,37.525751033,11900,HomeImp,6.0,81318.0,1.0,92.136821036,ProfExe,0.0
1134,124453.0,0,25.0,0.0,42.719774573,28900,DebtCon,2.0,89945.0,2.0,194.91024949,Other,0.0
1135,117729.0,0,35.0,0.0,25.461614071,33500,DebtCon,11.0,73761.0,0.0,62.120909614,Mgr,0.0
1136,197500.0,0,23.0,0.0,,7300,DebtCon,1.5,131000.0,2.0,68.033333333,ProfExe,0.0
1137,71853.0,0,15.0,0.0,41.388747587,18700,DebtCon,7.0,45365.0,3.0,98.45648443600001,Other,0.0
1138,24894.0,0,18.0,0.0,22.033579932,20600,DebtCon,3.0,,0.0,90.914931758,ProfExe,0.0
1139,28992.0,1,14.0,0.0,,14000,HomeImp,,,2.0,342.06666667,Other,0.0
1140,63684.0,0,7.0,0.0,,9000,HomeImp,,,0.0,358.06666667,Other,0.0
1141,96159.0,0,13.0,1.0,42.176585064,21400,DebtCon,,75563.0,2.0,248.64649535,Other,0.0
1142,64000.0,1,12.0,1.0,,5300,HomeImp,10.0,51000.0,0.0,98.333333333,Mgr,0.0
1143,93371.0,0,15.0,0.0,34.818261819,88900,DebtCon,15.0,48919.0,0.0,205.65015947,Other,1.0
1144,109050.0,0,23.0,,39.57681143,16200,HomeImp,2.0,49780.0,0.0,128.28852927,Office,2.0
1145,78631.0,0,10.0,,38.253096875,19000,DebtCon,1.0,43479.0,1.0,301.40369147,Other,1.0
1146,130104.0,0,19.0,0.0,29.966602425,13800,DebtCon,16.0,78645.0,0.0,295.72131731,ProfExe,0.0
1147,85000.0,1,33.0,0.0,,16900,DebtCon,2.0,63800.0,2.0,127.8,Other,6.0
1148,73266.0,0,14.0,0.0,24.534325065,10100,DebtCon,5.0,55738.0,1.0,85.635235028,Office,0.0
1149,88924.0,0,23.0,0.0,36.470707024,14200,DebtCon,21.0,73533.0,10.0,232.35332303,Mgr,0.0
1150,56402.0,0,8.0,0.0,38.685506283,17700,DebtCon,3.0,,2.0,91.04574898,Office,0.0
1151,107667.0,0,12.0,0.0,30.510532094000002,21200,HomeImp,5.0,67272.0,0.0,224.12044079,Other,0.0
1152,68758.0,0,49.0,0.0,30.353548699999997,17100,DebtCon,7.0,43085.0,3.0,103.68385576,Other,1.0
1153,71167.0,0,22.0,0.0,29.381985445,8000,HomeImp,2.0,57361.0,0.0,130.76703495,Mgr,1.0
1154,109716.0,0,28.0,0.0,31.479906883,22800,DebtCon,9.0,74979.0,1.0,289.82236965,Mgr,1.0
1155,250000.0,0,33.0,0.0,,50000,DebtCon,5.5,174900.0,2.0,235.43333333,ProfExe,0.0
1156,72000.0,1,20.0,0.0,,11900,DebtCon,12.0,52814.0,0.0,123.6,Other,0.0
1157,127551.0,0,37.0,1.0,34.871643115,28000,DebtCon,0.0,96015.0,3.0,196.52348814,ProfExe,0.0
1158,66030.0,0,21.0,0.0,31.489905776,26400,DebtCon,17.0,43781.0,2.0,184.3849541,Office,0.0
1159,124048.0,0,,,35.810769361999995,16400,,,86623.0,,,,
1160,80800.0,0,18.0,0.0,,5000,DebtCon,15.0,59900.0,1.0,219.13333333,ProfExe,0.0
1161,58760.0,1,10.0,0.0,30.962076653,13300,HomeImp,15.0,25698.0,1.0,147.91098236,Self,0.0
1162,169444.0,0,19.0,1.0,35.349211904,24900,DebtCon,7.0,134427.0,0.0,202.44732613,Other,0.0
1163,84067.0,0,35.0,0.0,28.443810481,10100,DebtCon,8.0,68240.0,0.0,131.40418009,Sales,0.0
1164,200707.0,0,16.0,0.0,39.550703015,13500,HomeImp,0.0,124696.0,0.0,348.66949199,Office,1.0
1165,118125.0,1,9.0,2.0,,11000,HomeImp,2.5,85474.0,1.0,132.93333333,Office,0.0
1166,66410.0,0,14.0,0.0,28.548603691999997,12100,DebtCon,3.0,50100.0,0.0,176.00986434,Other,0.0
1167,59874.0,0,23.0,0.0,38.682676037,12600,HomeImp,22.0,37699.0,0.0,114.23595157,Other,0.0
1168,156450.0,0,19.0,0.0,40.213384581999996,15900,DebtCon,1.0,96854.0,0.0,212.66600461,Mgr,0.0
1169,93234.0,0,24.0,0.0,,20000,HomeImp,18.0,56135.0,1.0,630.03333333,ProfExe,0.0
1170,121189.0,0,25.0,0.0,41.613325222,14300,HomeImp,4.0,89984.0,0.0,137.59782329,Mgr,2.0
1171,90311.0,0,15.0,,36.50493346,20500,DebtCon,5.0,59969.0,,151.57534173,Office,
1172,98065.0,1,19.0,0.0,35.364128433000005,18400,DebtCon,8.0,72718.0,0.0,119.05781713,Other,0.0
1173,58157.0,0,13.0,0.0,36.416886965,6400,HomeImp,0.0,47251.0,,104.79246836,Other,
1174,90543.0,0,23.0,0.0,38.940575356,5800,DebtCon,18.0,75000.0,1.0,300.4872058,Mgr,0.0
1175,126328.0,0,26.0,0.0,39.279313253000005,12100,HomeImp,3.0,96439.0,0.0,156.31913094,Mgr,3.0
1176,80963.0,0,10.0,0.0,24.534997192,11900,HomeImp,21.0,28329.0,0.0,239.45711772,ProfExe,0.0
1177,115545.0,0,20.0,0.0,22.187289994,19200,DebtCon,7.0,96401.0,1.0,128.71451378,ProfExe,0.0
1178,70782.0,0,34.0,0.0,37.622785545,8400,HomeImp,4.0,57694.0,0.0,125.71032467,Other,0.0
1179,159000.0,0,21.0,0.0,,15000,DebtCon,5.0,122486.0,1.0,137.0,Office,0.0
1180,62158.0,1,14.0,0.0,1.0289309681999999,39300,DebtCon,0.0,,1.0,238.87412923,Other,0.0
1181,,1,25.0,0.0,,38000,DebtCon,3.0,24447.0,2.0,134.9,Office,4.0
1182,51986.0,0,31.0,0.0,37.966606016,8300,DebtCon,10.0,35343.0,1.0,242.81896695,Other,0.0
1183,63298.0,0,25.0,0.0,37.312097364,50900,DebtCon,12.0,53334.0,1.0,106.68828922,Office,0.0
1184,118911.0,0,27.0,0.0,35.852863711,14400,DebtCon,11.0,100487.0,0.0,179.34102702,Other,0.0
1185,71117.0,0,34.0,0.0,40.943866269000004,13400,DebtCon,0.0,66737.0,2.0,163.13185891,ProfExe,0.0
1186,105545.0,0,13.0,1.0,43.061669134,22500,DebtCon,,76493.0,2.0,235.54177624,Other,1.0
1187,61250.0,0,16.0,0.0,,12000,DebtCon,7.5,29600.0,1.0,264.8,ProfExe,0.0
1188,132000.0,0,15.0,0.0,,20000,DebtCon,11.0,83205.0,3.0,97.4,Other,0.0
1189,88066.0,0,29.0,0.0,32.011079376,22900,DebtCon,3.0,65017.0,1.0,93.55292753299999,Other,0.0
1190,111287.0,0,14.0,0.0,31.743472095999998,82200,HomeImp,26.0,16097.0,0.0,142.1199793,,0.0
1191,82218.0,0,36.0,0.0,40.878428241,11800,DebtCon,12.0,67336.0,3.0,255.31353476,Office,0.0
1192,45654.0,1,9.0,0.0,25.343478449000003,9500,DebtCon,0.0,36114.0,0.0,83.333291772,Office,0.0
1193,119320.0,0,26.0,0.0,41.336696482,23500,DebtCon,22.0,90246.0,1.0,239.25964489,Other,0.0
1194,101786.0,0,24.0,0.0,21.686668612,22600,HomeImp,17.0,61503.0,1.0,622.35576774,ProfExe,0.0
1195,110975.0,0,17.0,0.0,,15000,DebtCon,20.0,84000.0,1.0,282.16666667,Other,0.0
1196,94980.0,0,28.0,0.0,25.210739655,10800,HomeImp,17.0,56477.0,0.0,179.91736263,Other,0.0
1197,282000.0,0,30.0,0.0,,30000,DebtCon,5.0,224000.0,0.0,209.36666667,ProfExe,1.0
1198,104534.0,0,21.0,0.0,39.244599535,15300,DebtCon,0.0,77069.0,2.0,276.9242472,ProfExe,0.0
1199,159920.0,1,22.0,0.0,,60000,DebtCon,7.0,86573.0,3.0,332.73333333,ProfExe,5.0
1200,91305.0,0,7.0,0.0,23.519128515,50800,HomeImp,,,0.0,344.95417824,Other,0.0
1201,86567.0,0,12.0,0.0,40.291951983000004,10800,DebtCon,9.0,78898.0,0.0,179.83082878,ProfExe,0.0
1202,64383.0,0,12.0,1.0,28.030801551,10700,DebtCon,0.0,48322.0,2.0,185.25673471,Other,0.0
1203,112014.0,0,18.0,0.0,,10000,DebtCon,13.0,88777.5,2.0,182.63333333,ProfExe,0.0
1204,50000.0,1,45.0,3.0,,15000,HomeImp,0.0,,1.0,206.96666667,Other,4.0
1205,68142.0,0,18.0,0.0,35.696636225,23800,DebtCon,8.0,46884.0,1.0,59.405775058,Other,0.0
1206,65411.0,0,32.0,0.0,35.247327711,21600,DebtCon,25.0,41105.0,3.0,303.23405271,Other,0.0
1207,239546.0,0,42.0,0.0,40.398114335,25900,HomeImp,6.0,201877.0,0.0,134.85324273,Other,0.0
1208,116260.0,0,12.0,0.0,35.642270107,6300,HomeImp,23.0,99469.0,1.0,124.74559549,Office,0.0
1209,41879.0,0,17.0,1.0,26.696716261,16800,DebtCon,17.0,23670.0,0.0,106.39856975,Mgr,0.0
1210,56571.0,0,15.0,0.0,38.773136983,13600,DebtCon,6.0,39997.0,2.0,111.00781887,Other,0.0
1211,55376.0,0,18.0,0.0,38.135866891999996,22600,DebtCon,,,0.0,316.09687448,Other,1.0
1212,113285.0,0,31.0,0.0,39.39066028,26200,DebtCon,5.0,77952.0,1.0,90.01609154399999,Other,0.0
1213,25552.0,0,5.0,0.0,25.507820486,13000,HomeImp,28.0,,0.0,198.07280559999998,,0.0
1214,113714.0,0,28.0,0.0,25.897316481999997,5000,HomeImp,7.0,90059.0,0.0,193.63644686,ProfExe,0.0
1215,40798.0,1,16.0,2.0,,18900,DebtCon,6.0,17800.0,2.0,167.46666667,Office,0.0
1216,84472.0,0,34.0,,29.995038406,12900,DebtCon,2.0,66126.0,,187.17919874,Other,
1217,43899.0,0,9.0,0.0,27.77956059,15400,HomeImp,0.0,,1.0,324.55174135,Other,0.0
1218,72865.0,1,15.0,0.0,,15000,DebtCon,2.9,54000.0,1.0,145.1,Office,1.0
1219,76416.0,1,10.0,0.0,41.463373328,17700,DebtCon,4.0,58016.0,5.0,28.011491753,Office,0.0
1220,87837.0,0,15.0,0.0,42.168358483,18900,DebtCon,2.0,64290.0,3.0,309.00545799,Other,0.0
1221,30000.0,1,14.0,3.0,,5500,DebtCon,7.0,21359.0,3.0,130.8,Other,2.0
1222,77998.0,0,12.0,0.0,22.839078993,12900,DebtCon,20.0,19688.0,0.0,407.26116688,ProfExe,2.0
1223,126105.0,0,23.0,0.0,30.961292024000002,21700,HomeImp,10.0,91637.0,1.0,131.87535395,Mgr,0.0
1224,54976.0,0,0.0,0.0,33.459245644,38900,DebtCon,,31836.0,6.0,,Other,0.0
1225,179521.0,0,55.0,0.0,34.19175206,12900,HomeImp,6.0,151991.0,0.0,186.8053299,Office,0.0
1226,75893.0,0,15.0,1.0,33.975814412,28600,DebtCon,12.0,39009.0,6.0,85.62551998800001,Mgr,0.0
1227,201928.0,0,25.0,0.0,37.636502449,62900,DebtCon,9.0,119903.0,1.0,297.30748082,ProfExe,0.0
1228,82243.0,0,7.0,,34.818444993,17400,DebtCon,5.0,62824.0,0.0,109.48274852,Other,
1229,,1,14.0,1.0,,13000,DebtCon,9.0,36223.0,0.0,132.86666667,Other,0.0
1230,163800.0,1,25.0,2.0,,20000,,14.0,87800.0,,244.06666667,Mgr,6.0
1231,263958.0,0,51.0,1.0,38.973539329,25600,HomeImp,5.0,240092.0,2.0,245.67947059,Self,0.0
1232,143796.0,1,20.0,2.0,44.382577891000004,21300,DebtCon,9.0,103989.0,3.0,135.23283605,Other,0.0
1233,75372.0,1,23.0,0.0,34.015914976,21900,DebtCon,5.0,52735.0,6.0,217.02094018,ProfExe,1.0
1234,121357.0,0,24.0,0.0,31.108960859,22000,HomeImp,12.0,88898.0,2.0,115.8322132,Mgr,0.0
1235,146937.0,0,24.0,0.0,42.547274756,20700,DebtCon,12.0,107766.0,0.0,223.13789747,Office,2.0
1236,57036.0,0,19.0,0.0,23.137840556,9300,,30.0,30204.0,0.0,235.49281298,Other,0.0
1237,66837.0,0,15.0,0.0,26.322569546999997,15600,,9.0,,0.0,94.69068521,,0.0
1238,72460.0,0,27.0,0.0,28.945531785,11600,,11.0,57436.0,0.0,255.12603024,Other,0.0
1239,119400.0,0,30.0,0.0,36.648679723,20100,DebtCon,18.0,78915.0,4.0,232.82670618,Mgr,0.0
1240,48309.0,0,20.0,0.0,28.493861936,12800,HomeImp,23.0,11986.0,0.0,265.2270609,Office,0.0
1241,72920.0,1,24.0,0.0,,7500,HomeImp,8.0,80440.0,0.0,201.5,Mgr,1.0
1242,226000.0,0,33.0,0.0,,25000,DebtCon,0.4,177000.0,1.0,305.13312531,ProfExe,0.0
1243,51123.0,0,22.0,0.0,39.389594605,12800,HomeImp,23.0,42801.0,0.0,127.83966204,Other,1.0
1244,177309.0,0,35.0,0.0,39.159553757,27300,DebtCon,6.0,149950.0,0.0,328.16812274,ProfExe,0.0
1245,68957.0,0,27.0,0.0,34.456762198,23400,DebtCon,6.0,48549.0,1.0,172.81072664,Office,0.0
1246,176581.0,0,19.0,0.0,32.876458514,8600,DebtCon,8.0,124810.0,1.0,213.30288482,Other,0.0
1247,87250.0,0,20.0,0.0,,22500,DebtCon,7.0,52000.0,1.0,232.33333333,Other,0.0
1248,43740.0,1,16.0,1.0,35.086070551,19300,DebtCon,7.0,27747.0,1.0,167.65798082,Office,0.0
1249,90727.0,0,27.0,0.0,42.169926729000004,11400,DebtCon,5.0,75705.0,2.0,143.10103259,Mgr,0.0
1250,103075.0,0,17.0,,37.006766746,21900,DebtCon,7.0,61423.0,1.0,125.52302355,Office,1.0
1251,105000.0,0,16.0,0.0,,10000,DebtCon,13.0,87579.0,3.0,209.96666667,Other,0.0
1252,103804.0,0,23.0,0.0,30.635348147,14200,HomeImp,21.0,84718.0,4.0,123.66357507,Other,0.0
1253,96073.0,0,19.0,0.0,20.487979653,15300,DebtCon,8.0,59083.0,0.0,194.00548665,ProfExe,0.0
1254,103807.0,0,13.0,0.0,31.469937398000003,79100,HomeImp,25.0,23553.0,0.0,142.19345794,,1.0
1255,100392.0,0,25.0,0.0,35.274460982,25200,DebtCon,0.0,63258.0,0.0,194.70131583,ProfExe,0.0
1256,131508.0,0,19.0,0.0,40.107031361,36400,DebtCon,30.0,86853.0,0.0,349.69439938,Mgr,0.0
1257,137727.0,1,45.0,0.0,32.560359399,27300,DebtCon,3.0,106221.0,3.0,300.57451085,Self,0.0
1258,101271.0,0,18.0,0.0,34.387028434,17400,DebtCon,0.0,77350.0,1.0,148.91622747,Other,0.0
1259,68239.0,1,15.0,1.0,32.012658582,11700,HomeImp,2.0,54085.0,3.0,8.055265076900001,Other,2.0
1260,95893.0,0,21.0,2.0,24.224695417,14800,DebtCon,4.0,76875.0,0.0,88.75457479399999,Other,0.0
1261,65074.0,0,10.0,,39.215028911,6800,DebtCon,7.0,49809.0,3.0,116.63273329999998,Mgr,4.0
1262,164869.0,0,23.0,0.0,36.452295794,17000,,,97713.0,,253.47631659999996,Other,
1263,122581.0,1,27.0,0.0,41.863631054,19000,DebtCon,10.0,100670.0,0.0,81.252547416,Mgr,
1264,103600.0,1,24.0,0.0,,10000,HomeImp,17.6,75000.0,0.0,171.43333333,Mgr,0.0
1265,101984.0,0,27.0,0.0,28.298733642,11300,HomeImp,5.0,77846.0,1.0,112.38484554,ProfExe,0.0
1266,33879.0,1,4.0,1.0,39.69469137,12000,DebtCon,,,0.0,121.37953588,Other,0.0
1267,146520.0,1,13.0,1.0,34.627659402,27400,HomeImp,16.0,113364.0,2.0,284.3680178999999,Office,1.0
1268,71810.0,1,32.0,0.0,36.947798216,13400,DebtCon,9.0,58307.0,2.0,82.708309337,Other,2.0
1269,184360.0,0,16.0,0.0,32.040366079,23000,,12.0,76213.0,0.0,379.34995485,Other,0.0
1270,90500.0,0,32.0,0.0,,9000,DebtCon,3.0,76964.0,2.0,101.4,Other,0.0
1271,118742.0,0,13.0,0.0,29.343921089000002,3900,HomeImp,2.0,102143.0,0.0,85.27736557899999,Office,0.0
1272,196968.0,0,16.0,0.0,32.011799943,20200,DebtCon,6.0,153084.0,1.0,,Other,0.0
1273,102133.0,0,9.0,0.0,40.616797274,18100,HomeImp,0.0,53524.0,1.0,52.94238739,Other,3.0
1274,72898.0,0,18.0,0.0,34.03109570000001,24800,DebtCon,8.0,43287.0,1.0,87.01103562,Other,0.0
1275,69875.0,0,32.0,0.0,,16300,DebtCon,5.0,43500.0,3.0,245.53333333,ProfExe,0.0
1276,84778.0,0,10.0,0.0,23.808894154,8700,HomeImp,19.0,30716.0,0.0,219.08523561,ProfExe,0.0
1277,75393.0,1,16.0,0.0,,12500,DebtCon,0.75,55000.0,1.0,113.03333333,Other,1.0
1278,72541.0,0,26.0,1.0,30.420914823,25200,DebtCon,,22773.0,1.0,92.583557,Other,2.0
1279,176389.0,0,28.0,0.0,40.894302088,30800,DebtCon,13.0,129062.0,2.0,184.31937605,Mgr,0.0
1280,71102.0,0,19.0,0.0,34.659259929,21200,DebtCon,7.0,48273.0,2.0,73.303097452,Other,0.0
1281,116693.0,0,37.0,0.0,17.176900657,9400,DebtCon,0.0,77410.0,0.0,245.08365185,Office,0.0
1282,25850.0,1,34.0,0.0,,6000,,1.0,16878.0,5.0,218.6,Mgr,1.0
1283,106000.0,0,21.0,,,28000,HomeImp,6.0,68000.0,11.0,114.7,Other,
1284,70584.0,0,20.0,0.0,28.525768936,58100,DebtCon,4.0,42615.0,0.0,102.29911691,Other,0.0
1285,72304.0,0,4.0,0.0,20.176213451,22000,HomeImp,9.0,,2.0,120.53201836,Office,0.0
1286,160919.0,0,18.0,0.0,37.301517501,16000,DebtCon,,133193.0,0.0,223.33852108,Mgr,0.0
1287,79050.0,0,6.0,2.0,,4000,HomeImp,1.8,66000.0,1.0,279.0,Other,0.0
1288,62358.0,0,36.0,0.0,27.617063425,9200,DebtCon,15.0,48130.0,0.0,219.65713104,Other,4.0
1289,42515.0,0,13.0,1.0,20.209037687000002,27700,DebtCon,11.0,,,95.043074141,Other,
1290,72971.0,0,16.0,0.0,34.709643926999995,12200,DebtCon,2.0,57785.0,1.0,166.89946021,Other,0.0
1291,25425.0,0,9.0,,,13000,DebtCon,13.0,,2.0,90.933333333,Other,
1292,192445.0,0,16.0,0.0,41.563839245,29000,HomeImp,2.0,152065.0,0.0,166.94856833,Self,0.0
1293,115898.0,0,30.0,0.0,35.114150348,17400,DebtCon,0.0,102228.0,0.0,144.19816755,ProfExe,0.0
1294,101208.0,0,14.0,0.0,31.545694154,19300,HomeImp,4.0,39926.0,0.0,140.05163825,Other,0.0
1295,117405.0,0,22.0,0.0,35.547407219,14900,HomeImp,2.0,101179.0,1.0,133.93050973,Office,0.0
1296,92916.0,0,22.0,0.0,34.396301781,26900,DebtCon,0.0,57414.0,0.0,70.281905709,Office,0.0
1297,144123.0,0,,,15.529230143,24300,,,,,,,
1298,112000.0,0,14.0,0.0,,1700,HomeImp,3.0,97800.0,0.0,93.333333333,Office,0.0
1299,199881.0,0,16.0,0.0,30.923407463,20800,DebtCon,7.0,156393.0,2.0,,Other,0.0
1300,76591.0,0,17.0,0.0,22.432132089,37200,DebtCon,6.0,35515.0,1.0,203.70805458,ProfExe,0.0
1301,37286.0,0,12.0,0.0,22.232952814,8200,DebtCon,3.0,10909.0,0.0,268.25460165,Other,0.0
1302,94355.0,1,34.0,1.0,,6000,,26.0,65000.0,1.0,69.3,Other,3.0
1303,,1,21.0,1.0,31.089120286999997,30100,HomeImp,2.0,92249.0,0.0,180.68015364,Office,0.0
1304,101165.0,0,25.0,0.0,35.200864505,25300,DebtCon,0.0,62540.0,0.0,195.45133124,ProfExe,0.0
1305,84759.0,0,29.0,2.0,37.073413461,13700,DebtCon,4.0,64486.0,3.0,182.18025649,Office,3.0
1306,281351.0,0,55.0,,31.201174854,24500,HomeImp,5.0,216787.0,,473.81398606,ProfExe,4.0
1307,34462.0,0,7.0,0.0,27.520682166999997,9100,DebtCon,1.0,24721.0,9.0,28.100520363,Other,0.0
1308,44166.0,1,17.0,0.0,39.427890157,25500,DebtCon,,25828.0,,187.86251838,Other,1.0
1309,122178.0,0,12.0,0.0,41.429958874,12900,DebtCon,10.0,88304.0,0.0,223.45485481,Office,0.0
1310,71105.0,0,34.0,0.0,43.239187116000004,11600,DebtCon,5.0,64510.0,1.0,150.26333198,ProfExe,0.0
1311,91455.0,0,15.0,0.0,38.593376406,21000,HomeImp,7.0,,1.0,174.42896876,Other,0.0
1312,127110.0,0,16.0,0.0,33.078522222,21100,DebtCon,25.0,91479.0,3.0,279.46823675,Office,0.0
1313,88939.0,1,,,,20100,,,54098.0,,,,
1314,87266.0,0,12.0,0.0,42.909997351,3200,HomeImp,7.0,74864.0,0.0,250.63126922,ProfExe,0.0
1315,94854.0,1,19.0,0.0,41.270682597,8200,HomeImp,10.0,87979.0,3.0,108.47902378,ProfExe,0.0
1316,65157.0,0,6.0,0.0,40.159418765,28600,,5.0,31634.0,1.0,119.36202556,Office,0.0
1317,195770.0,0,22.0,0.0,36.505271144,33700,DebtCon,22.0,142468.0,1.0,200.8607367,ProfExe,0.0
1318,37125.0,1,19.0,1.0,,9300,DebtCon,3.5,24000.0,2.0,148.03333333,Office,1.0
1319,,1,21.0,0.0,,15000,DebtCon,22.0,61265.0,1.0,186.66666667,Office,0.0
1320,152300.0,0,17.0,0.0,,16000,HomeImp,5.0,90900.0,0.0,102.5,ProfExe,0.0
1321,131203.0,0,21.0,0.0,31.084155791999997,23500,HomeImp,0.0,,3.0,318.84712976,Other,0.0
1322,97635.0,1,10.0,3.0,,7000,HomeImp,5.6,83000.0,0.0,141.0,Other,0.0
1323,140902.0,0,24.0,0.0,41.336740096999996,20700,DebtCon,13.0,110307.0,0.0,243.32391625,Office,1.0
1324,64980.0,0,5.0,0.0,17.693144182,20700,HomeImp,6.0,,1.0,112.63586026,Office,0.0
1325,110955.0,0,12.0,0.0,37.085986081,12900,DebtCon,9.0,67038.0,0.0,147.19741366,Office,0.0
1326,37076.0,0,49.0,0.0,40.779848704,35200,DebtCon,0.0,239513.0,2.0,183.37345235,Mgr,1.0
1327,76454.0,0,18.0,0.0,23.873408822,37700,DebtCon,5.0,31687.0,2.0,192.35167019,ProfExe,0.0
1328,130330.0,0,18.0,0.0,28.171651103000002,14400,DebtCon,14.0,77366.0,1.0,285.20006197,ProfExe,1.0
1329,157809.0,1,0.0,0.0,40.206138263,19300,DebtCon,3.0,96454.0,0.0,1168.2335609000002,Other,0.0
1330,86546.0,0,11.0,0.0,24.20235008,10600,HomeImp,20.0,28264.0,0.0,244.14050903,ProfExe,0.0
1331,74776.0,0,22.0,0.0,28.756345434,6400,HomeImp,3.0,57887.0,0.0,126.32864372,Mgr,1.0
1332,,1,40.0,1.0,,25000,DebtCon,14.0,86000.0,2.0,144.03333333,Other,0.0
1333,116176.0,0,26.0,0.0,34.93940311,22200,DebtCon,2.0,93947.0,2.0,205.02940851,Self,0.0
1334,160526.0,0,25.0,0.0,32.378768136,21500,DebtCon,16.0,107799.0,0.0,195.48568002,Mgr,0.0
1335,103789.0,0,35.0,0.0,40.015262668000005,50400,HomeImp,9.0,40140.0,3.0,208.76657482,Self,0.0
1336,93608.0,0,21.0,0.0,35.590326769,25200,DebtCon,9.0,73168.0,0.0,151.12147952,Office,0.0
1337,198168.0,0,16.0,0.0,40.540295366,12400,HomeImp,0.0,132894.0,0.0,355.1639113,Office,1.0
1338,101250.0,1,49.0,1.0,,21200,DebtCon,1.0,70000.0,7.0,43.6,Other,0.0
1339,74233.0,0,4.0,0.0,20.781741227999998,20900,HomeImp,6.0,,1.0,123.11488171,Office,0.0
1340,83151.0,0,14.0,0.0,29.349485795,18700,HomeImp,12.0,66197.0,0.0,157.94598178,ProfExe,2.0
1341,65000.0,0,24.0,,,9000,DebtCon,6.0,50400.0,,117.6,Mgr,
1342,165315.0,0,27.0,0.0,27.56242667,16300,HomeImp,9.0,22352.0,0.0,304.33469510000003,Self,0.0
1343,68000.0,1,,,,12800,HomeImp,6.0,51800.0,,,ProfExe,
1344,186118.0,0,39.0,,32.87512565,28500,DebtCon,1.0,137174.0,,115.29481113,Mgr,
1345,180144.0,0,24.0,0.0,40.621894155999996,22200,DebtCon,22.0,138121.0,1.0,240.70306903,ProfExe,0.0
